fig|6666666.584549.peg.2207	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2206	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2205	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2204	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2203	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2202	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2201	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2200	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2199	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2198	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2197	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2196	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2195	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2194	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2193	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2192	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2191	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2190	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2189	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2188	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2187	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2186	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2185	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2184	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2183	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2182	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2181	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2180	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2179	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2178	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2177	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2176	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2175	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2174	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2173	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2172	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2171	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2170	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2169	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2168	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2167	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2166	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2165	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2164	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2163	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2162	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2161	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2160	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.197	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.196	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.195	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.194	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.193	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.192	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.191	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.190	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.189	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.188	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.187	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.186	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.185	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.184	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.183	29.1	Streptomyces sp. CC213Dhybcontrimo	bacteriocin	bacteriocin		
fig|6666666.584549.peg.1584	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1583	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1582	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1581	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1580	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1579	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1578	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1577	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1576	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1575	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1574	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1573	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1572	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1571	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1570	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1569	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.1568	78.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.12676	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12675	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12674	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12673	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12672	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12671	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12670	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12669	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12668	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12667	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12666	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12665	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12664	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12663	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12662	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12661	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12660	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12659	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12658	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12657	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12656	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12655	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12654	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12653	19.1	Streptomyces sp. CC213Dhybcontrimo	lanthipeptide	lanthipeptide	kanamycin	1
fig|6666666.584549.peg.12578	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12577	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12576	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12575	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12574	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12573	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12572	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12571	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12570	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12569	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12568	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12567	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12566	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12565	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12564	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12563	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12562	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12561	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12560	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12559	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12558	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.12557	4.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	actinomycin D	21
fig|6666666.584549.peg.11966	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11965	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11964	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11963	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11962	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11961	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11960	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11959	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11958	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11957	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11956	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11955	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11954	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11953	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11952	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11951	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11950	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11949	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11948	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11947	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11946	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11945	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11944	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11943	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11942	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11941	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11940	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11939	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11938	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11937	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11936	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11935	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11934	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11933	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11932	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11931	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11930	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11929	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11928	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11927	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11926	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11925	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11924	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11923	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11922	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11921	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11920	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11919	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11918	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.11917	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.1163	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1162	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1161	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1160	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1159	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1158	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1157	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1156	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1155	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1154	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1153	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1152	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1151	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1150	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1149	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.1148	72.1	Streptomyces sp. CC213Dhybcontrimo	ectoine	ectoine	ectoine	100
fig|6666666.584549.peg.10716	22.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	griseoviridin / fijimycin A	5
