fig|6666666.540620.peg.5695	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5694	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5693	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5692	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5691	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5690	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5689	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5688	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5687	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5686	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5685	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5684	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5683	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5682	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5681	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5680	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5679	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5678	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5677	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5676	CuatroCienegas	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.4940	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4939	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4938	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4937	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4936	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4935	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4934	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4933	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4932	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4931	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4930	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4929	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4928	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4927	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4926	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4925	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4924	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4923	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4922	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4921	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4920	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4919	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4918	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4917	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4916	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4915	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4914	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4913	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4912	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4911	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4910	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4909	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4908	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4907	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4906	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4905	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4904	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4903	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4902	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4901	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4900	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4899	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4898	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4897	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4896	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4895	CuatroCienegas	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4732	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4731	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4730	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4729	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4728	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4727	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4726	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4725	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4724	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4723	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4722	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4721	CuatroCienegas	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.452	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.451	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4504	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4503	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4502	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4501	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4500	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.450	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4499	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4498	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4497	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4496	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4495	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4494	CuatroCienegas	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.449	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.448	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.447	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.446	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.445	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.444	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.443	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.442	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4411	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4410	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.441	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4409	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4408	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4407	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4406	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4405	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4404	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4403	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4402	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4401	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4400	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.440	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4399	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4398	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4397	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4396	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4395	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4394	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4393	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4392	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4391	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4390	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.439	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4389	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4388	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4387	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4386	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4385	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4384	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4383	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4382	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4381	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4380	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.438	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4379	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4378	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4377	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4376	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4375	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4374	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4373	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4372	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4371	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4370	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.437	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4369	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4368	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4367	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4366	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4365	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4364	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4363	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4362	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4361	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4360	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.436	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4359	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4358	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4357	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4356	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4355	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4354	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4353	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4352	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4351	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4350	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.435	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4349	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4348	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4347	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4346	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4345	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4344	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4343	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4342	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4341	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4340	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.434	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4339	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4338	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4337	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4336	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4335	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4334	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.433	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.432	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.431	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.430	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.429	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.428	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.427	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.426	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.425	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.424	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.423	CuatroCienegas	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.3941	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3940	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3939	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3938	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3937	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3936	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3935	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3934	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3933	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3932	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3931	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3930	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3929	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3928	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3927	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3926	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3925	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3924	CuatroCienegas	137.1	Streptomyces sp. CC226D	terpene	terpene		
